"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de articulos en PC Factory","Compra en PC Factory validacion monto total","SUCCESS","2023-03-08T18:50:08.1544933-05:00[America/Bogota]","0.0","37.01"
